title,paragraph,url,query
Tata Elxsi launches multi-agent gen-AI platform,"Sundar Ganapathi, Chief Technology Officer Automotive, Tata Elxsi, said, The automotive industry is at an inflection point. Competitive pressures now demand software development at China's speed. At the same time, companies must maintain automotive-grade quality and meet global industry standards. DevStudio.ai helps address this challenge. It brings the power of generative AI into the automotive software development lifecycle. This enables OEMs and suppliers to accelerate development while maintaining the rigor required for safety-critical automotive systems.",https://www.business-standard.com/markets/capital-market-news/tata-elxsi-launches-multi-agent-gen-ai-platform-126030600388_1.html,generative AI news
Tata Elxsi launches multi-agent gen-AI platform,"Tata Elxsi is amongst the worlds leading providers of design and technology services across industries, including automotive, broadcast, communications, healthcare, and transportation.",https://www.business-standard.com/markets/capital-market-news/tata-elxsi-launches-multi-agent-gen-ai-platform-126030600388_1.html,generative AI news
Tata Elxsi launches multi-agent gen-AI platform,"The company reported a 45.28% decline in net profit to Rs 108.89 crore in Q3 FY26 as against Rs 199 crore posted in Q3 FY25. However, revenue from operations rose 1.52% to Rs 953.47 crore in Q3 FY26 as against Rs 939.17 crore posted in Q3 FY25.",https://www.business-standard.com/markets/capital-market-news/tata-elxsi-launches-multi-agent-gen-ai-platform-126030600388_1.html,generative AI news
"Generative AI cuts software task time by up to 70 per cent, report finds","The adoption of Generative Artificial Intelligence (AI) tools in software development can significantly boost productivity and reduce task completion time, according to a report by Ness, a digital engineering services company, and Zinnov, a global management consulting firm.",https://www.thehindubusinessline.com/info-tech/generative-ai-cuts-software-task-time-by-up-to-70-per-cent-report-finds/article70710035.ece,generative AI news
"Generative AI cuts software task time by up to 70 per cent, report finds","The report highlighted that Generative AI tools such as Copilot and CodeWhisperer have the potential to transform software engineering productivity, particularly in routine development tasks.",https://www.thehindubusinessline.com/info-tech/generative-ai-cuts-software-task-time-by-up-to-70-per-cent-report-finds/article70710035.ece,generative AI news
"Generative AI cuts software task time by up to 70 per cent, report finds",It stated: “Generative AI (GAI) has a significant impact on repeatable sustenance activities and reducing knowledge barriers... 70% reduction in task completion time for existing code updates..... 48% reduction in task completion time for senior engineers.”,https://www.thehindubusinessline.com/info-tech/generative-ai-cuts-software-task-time-by-up-to-70-per-cent-report-finds/article70710035.ece,generative AI news
"Generative AI cuts software task time by up to 70 per cent, report finds",Ness and Zinnov conducted a detailed analysis of more than 100 software engineers across various use cases and development environments to assess the real-world impact of Generative AI in software development.,https://www.thehindubusinessline.com/info-tech/generative-ai-cuts-software-task-time-by-up-to-70-per-cent-report-finds/article70710035.ece,generative AI news
"Generative AI cuts software task time by up to 70 per cent, report finds",The study found that task completion time for existing code updates can be reduced by as much as 70 per cent when developers use Generative AI tools. This indicates that AI can be particularly effective in repetitive coding activities and maintenance work.,https://www.thehindubusinessline.com/info-tech/generative-ai-cuts-software-task-time-by-up-to-70-per-cent-report-finds/article70710035.ece,generative AI news
"Generative AI cuts software task time by up to 70 per cent, report finds",Generative AI tools also improve productivity among engineers with different levels of experience. Senior engineers experienced a 48 per cent reduction in task completion time when using these tools.,https://www.thehindubusinessline.com/info-tech/generative-ai-cuts-software-task-time-by-up-to-70-per-cent-report-finds/article70710035.ece,generative AI news
"Generative AI cuts software task time by up to 70 per cent, report finds","However, the impact of Generative AI varies depending on several factors, including the experience level of engineers, the complexity of the coding task, and the development environment.",https://www.thehindubusinessline.com/info-tech/generative-ai-cuts-software-task-time-by-up-to-70-per-cent-report-finds/article70710035.ece,generative AI news
"Generative AI cuts software task time by up to 70 per cent, report finds","In highly complex coding tasks, productivity gains from AI tools appear more limited. The study observed that high code complexity environments saw around a 10 per cent reduction in task completion time, suggesting that skilled engineers will continue to play a crucial role in complex software development.",https://www.thehindubusinessline.com/info-tech/generative-ai-cuts-software-task-time-by-up-to-70-per-cent-report-finds/article70710035.ece,generative AI news
"Generative AI cuts software task time by up to 70 per cent, report finds",The report further noted that the use of Generative AI can improve knowledge sharing and collaboration within development teams. Around 70 per cent of engineers reported improved engagement while working with these tools. Such tools can reduce knowledge barriers between teams and help developers work more effectively in distributed global teams.,https://www.thehindubusinessline.com/info-tech/generative-ai-cuts-software-task-time-by-up-to-70-per-cent-report-finds/article70710035.ece,generative AI news
"Generative AI cuts software task time by up to 70 per cent, report finds","Ness used its proprietary Matrix platform — a dynamic, data-driven engineering platform — to monitor key engineering performance indicators such as quality, productivity, responsiveness, and code quality during the study.",https://www.thehindubusinessline.com/info-tech/generative-ai-cuts-software-task-time-by-up-to-70-per-cent-report-finds/article70710035.ece,generative AI news
"Generative AI cuts software task time by up to 70 per cent, report finds","The report concluded that Generative AI has strong transformative potential in software engineering if used appropriately. Its overall impact will depend on factors such as engineer seniority, task type, and the complexity of the code involved.",https://www.thehindubusinessline.com/info-tech/generative-ai-cuts-software-task-time-by-up-to-70-per-cent-report-finds/article70710035.ece,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"With the insurance companies coping with increased claim frequency, comprehensive operations, and changing customer demands, automation has been placed at the heart of enhancing efficiency. Keerthi Amistapuram, a technology expert in the field of enterprise insurance tools and AI-driven systems, has discussed the way in which generative artificial intelligence can facilitate the claims documentation process and enhance formalized customer interaction.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"The work titled Generative AI in Insurance: Automating Claims Documentation and Customer Communication, is a research paper published by the Turkish Journal of Computer and Mathematics Education and provides an in-depth examination of how AI systems based on large language models could be implemented into the insurance workflow in a responsible manner.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"Insurance has a base level in risk management in any industry, but most claims functions are still based on ineffective systems with manual repetitive processes. The process of documentation writing, evidence synthesis and communicating policyholder can in many cases be time consuming and demands human resources and multi-team coordination.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"Keerthi in her works defines claims documentation and customer communication as the two areas of operation where generative AI can be used to provide systematic benefits. Instead of setting AI as something that has to replace human experience, she makes it a support layer that will increase the productivity without compromising control and responsibility.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"The fundamental aspect of Keerthi is the use of the large language models which have the ability to generate contextual texts. Such models have the potential of converting structured claim information, file notes, transcripts and other supporting documents into consistent and standardized narrations.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"Through these AI features integrated into scalable enterprise platforms, insurers will be able to add automation without breaking the current infrastructure. Its architecture focuses on the integration with the microservices-based systems and secure APIs, thus allowing a gradual adoption.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"Claims documentation is one of the labor-intensive operations in insurance business. Every statement needs story summaries, formal reports and documentation that are aligned with compliance and tend to differ across people in terms of writing styles and interpretation.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"The concepts of operational modeling used in the paper include the concepts of Little Law to show that the average handling time can be minimized to reduce the backlog. As documentation cycles become more efficient, throughput will be improved without a necessarily higher staffing level.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"Nevertheless, the paper makes it clear that AI generated documentation is to be backed by verification layers. Organized data validation, automated factual cross checking, and human review checkpoints are introduced as protective measures of inaccuracies.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"In addition to documentation, Keerthi focuses on the way generative AI can facilitate systematic engagement with customers. The conversational AI systems will help to respond to the general policy-related questions and lead the customers through information processes.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,The model emphasizes the application of Retrieval Augmented Generation methods that relate language models to knowledge bases. This will assist in ensuring that generated responses have been based on verifiable company information as opposed to depending on predictive text generation.,https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"These will be instruments that are meant to ensure that there is clarity and consistency in communication. Notably, the study does not advance an idea that AI is an alternative to intricate human decision-making but highlights the system as a part of organizing structured interactions.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"In regulated business, like the insurance industry, fairness and accuracy are parameters. The work of Keerthi pays much attention to the systems of governance that can be used to reduce the risks related to generative AI systems.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"To address these risks, the framework suggests the stratified validation schemes, such as the vectorized document retrieval systems and the structured database queries that position the outputs by the authoritative data sources. On-going governance practices which are also advised are bias monitoring and fairness testing.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"One of the key suggestions of the study is embracing generative AI on a step-by-step basis. Instead of starting with the transformation of the whole enterprise at once, insurers can start with narrow use cases like internal claims documentation standardization or high-volume informational responses.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"With the help of pre-trained models via API integrations, insurers can invest in user experience and workflow enhancements without making a massive investment in infrastructure transformation.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,The works of Keerthi Amistapuram are a well-designed plan on how to implement generative AI in insurance operations without regulatory drift and human control. Her publication combines the knowledge of enterprise software engineering with practical AI studies and shows how automation could be used to improve document quality and the efficiency of communication.,https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
Generative AI in Insurance: Keerthi Amistapuram Explores Smarter Claims Documentation and Customer Communication,"With the maturity of generative AI technologies, insurers will probably keep trying to integrate intelligent systems into claim workflows. The research by Keerthi is a contribution to this emerging debate in that it describes a balanced solution, that is, one that will stress operational benefits and enhance verification, fairness, and accountability in the highly regulated settings.",https://www.thehansindia.com/technology/tech-news/generative-ai-in-insurance-keerthi-amistapuram-explores-smarter-claims-documentation-and-customer-communication-1054047,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","New Delhi [India], March 5: In a major development in the rapidly evolving world of artificial intelligence, Matchbest Group has launched its new generative AI platform Xelta.ai, introducing a system designed not just to generate content but to orchestrate complete creative ecosystems.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","The platform was officially unveiled this week by Matchbest Group CEO Vishal Arya, who described the initiative as a step toward redefining how ideas are transformed into scalable digital experiences.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","Xelta.ai introduces what the company calls structured creative infrastructure, built around a proprietary AI engine known as Content Flow™. The system enables a single idea to evolve into a fully integrated multi-format digital presence, bringing together storytelling, learning, marketing, branding, and distribution within one unified AI Studio.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","Unlike traditional AI generators that operate as isolated tools, Xelta.ai functions as a centralized creative system where users can develop entire content ecosystems from one concept. Through its Content Flow™ architecture, a simple idea can be transformed into microdrama series designed for mobile audiences, AI-generated comics, structured microcourses for learning platforms, promotional campaigns, AI-powered home design visualizations, and performance-driven advertising creatives.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","The platform also includes a Smart Ads Engine for optimized marketing campaigns and LinkedIn AutoPost, which enables automated professional publishing and thought leadership distribution.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","The workflow of the platform follows a structured transformation pipeline -- moving from idea to script, script to visual, visual to course, course to promotion, and finally to distribution. This integrated approach allows creators, educators, brands, and entrepreneurs to build complete digital ecosystems without relying on multiple disconnected platforms.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","Speaking about the launch, Matchbest Group CEO Vishal Arya said the platform was developed to empower creators, entrepreneurs, educators, and enterprises to convert ideas into intelligent and scalable experiences. He also expressed gratitude to the company's partners, development team, and supporters who contributed to turning the vision into reality.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","With Xelta.ai, Matchbest Group positions itself at the intersection of generative AI, creative automation, micro-learning, performance marketing, and digital storytelling infrastructure. The platform aims to address the growing demand for systems that combine speed, creativity, and strategic structure in the digital economy.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","Designed as an all-in-one AI Creative Studio, Xelta.ai integrates tools for text generation, visual creation, video storytelling, course development, campaign design, and professional publishing. Built for creators, marketers, agencies, product teams, and professionals, the platform enables seamless workflows from idea to creation, optimization, and distribution.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","Its AI-powered creative suite allows users to produce cinematic microdramas, comics, interactive courses, promotional media, and AI-generated visuals within a single workspace. Integrated editing tools also support background removal, asset refinement, branded layouts, campaign templates, and production-ready media creation.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","Business-focused features such as the Smart Ads Engine ensure that content not only looks creative but also performs effectively in marketing environments. Meanwhile, professional tools like LinkedIn AutoPost and the Thought Leadership Toolkit help leaders and entrepreneurs maintain a consistent professional presence through automated publishing.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","With the launch of Xelta.ai, Matchbest Group CEO Vishal Arya emphasized that artificial intelligence is moving beyond simple content generation toward the orchestration of structured creative ecosystems. The platform represents a shift in how digital ideas are transformed into scalable media, learning, and marketing assets for the modern digital economy.",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence",(ADVERTORIAL DISCLAIMER: The above press release has been provided by PNN. ANI will not be responsible in any way for the content of the same.),https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
"Matchbest Group Launches Xelta Ai, A Generative AI Platform Designed to Transform Creative Intelligence","(This content is sourced from a syndicated feed and is published as received. The Tribune assumes no responsibility or liability for its accuracy, completeness, or content.)",https://www.tribuneindia.com/news/business/matchbest-group-launches-xelta-ai-a-generative-ai-platform-designed-to-transform-creative-intelligence/,generative AI news
Pocket FM partners with OpenAI to scale AI-led storytelling and multilingual audio production,"Audio entertainment platform Pocket FM has partnered with OpenAI to integrate advanced artificial intelligence tools into its content creation ecosystem, as the company looks to accelerate production and scale its global catalogue of audio series.",https://www.fortuneindia.com/business-news/pocket-fm-partners-with-openai-to-scale-ai-led-storytelling-and-multilingual-audio-production/130939,generative AI news
Pocket FM partners with OpenAI to scale AI-led storytelling and multilingual audio production,"The collaboration will see Pocket FM deploy OpenAI’s APIs across multiple workstreams in its production pipeline, enabling creators on the platform to generate studio-quality audio content faster and in multiple languages. The move is aimed at strengthening the platform’s content infrastructure that currently supports more than 300,000 creators globally.",https://www.fortuneindia.com/business-news/pocket-fm-partners-with-openai-to-scale-ai-led-storytelling-and-multilingual-audio-production/130939,generative AI news
Pocket FM partners with OpenAI to scale AI-led storytelling and multilingual audio production,"The company said the partnership builds on its broader shift toward AI-led storytelling that began in 2023, when it rebuilt its content stack around generative AI technologies. Since then, the platform has witnessed rapid growth in AI-driven content creation.",https://www.fortuneindia.com/business-news/pocket-fm-partners-with-openai-to-scale-ai-led-storytelling-and-multilingual-audio-production/130939,generative AI news
Pocket FM partners with OpenAI to scale AI-led storytelling and multilingual audio production,"Pocket FM now hosts more than 100,000 AI-native audio series, with AI-led titles emerging as the fastest-growing segment on the platform. According to the company, AI-driven shows are expanding at an average of nearly 30% month-on-month, reflecting growing demand for long-form episodic audio storytelling.",https://www.fortuneindia.com/business-news/pocket-fm-partners-with-openai-to-scale-ai-led-storytelling-and-multilingual-audio-production/130939,generative AI news
Pocket FM partners with OpenAI to scale AI-led storytelling and multilingual audio production,"“At Pocket FM, AI is foundational to everything we do,” said Prateek Dixit, cofounder—product, tech and AI at Pocket FM. “By combining OpenAI’s APIs with our content infrastructure and creator ecosystem, we aim to build an entertainment platform where a single creator anywhere in the world can produce, publish, and reach millions of listeners with the quality and consistency of a full production studio.”",https://www.fortuneindia.com/business-news/pocket-fm-partners-with-openai-to-scale-ai-led-storytelling-and-multilingual-audio-production/130939,generative AI news
Pocket FM partners with OpenAI to scale AI-led storytelling and multilingual audio production,"The integration will also enhance the platform’s localisation capabilities, allowing stories created in one language to be adapted and distributed across multiple global markets. This is expected to support Pocket FM’s international expansion strategy as it seeks to take more creator-led titles to audiences worldwide.",https://www.fortuneindia.com/business-news/pocket-fm-partners-with-openai-to-scale-ai-led-storytelling-and-multilingual-audio-production/130939,generative AI news
Pocket FM partners with OpenAI to scale AI-led storytelling and multilingual audio production,"Oliver Jay, managing director—international at OpenAI, said the collaboration illustrates how AI can expand creative opportunities while keeping creators at the centre of storytelling.",https://www.fortuneindia.com/business-news/pocket-fm-partners-with-openai-to-scale-ai-led-storytelling-and-multilingual-audio-production/130939,generative AI news
Pocket FM partners with OpenAI to scale AI-led storytelling and multilingual audio production,"“Pocket FM is demonstrating how AI can help creators scale storytelling for global audiences. Our collaboration brings OpenAI’s technology into their creator ecosystem to support faster content creation, localisation, and distribution,” Jay said.",https://www.fortuneindia.com/business-news/pocket-fm-partners-with-openai-to-scale-ai-led-storytelling-and-multilingual-audio-production/130939,generative AI news
Pocket FM partners with OpenAI to scale AI-led storytelling and multilingual audio production,"Pocket FM said its platform records more than 12 billion minutes of listening every month, driven by the popularity of serialized, binge-worthy audio content. The company claims a global listener base of over 250 million.",https://www.fortuneindia.com/business-news/pocket-fm-partners-with-openai-to-scale-ai-led-storytelling-and-multilingual-audio-production/130939,generative AI news
